gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlyCharge,HighCharge,LowTenureHighCharge
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0,1,2,-0.6443678292559412,-0.9915863508255035,-1.1954851474732306,0,0
1,0,1,0,-0.9194006023861249,1,2,1,0,0,2,0,2,2,0,1,2,1.1127590173083683,-0.5555500216810147,1.1455090586312662,1,1
1,0,0,0,-0.5934054158616899,1,2,1,0,2,0,0,0,0,0,1,2,0.5198532666245703,-0.37353677195547924,0.5589551316420185,0,0
1,1,1,0,0.5475777369738324,1,2,1,0,0,2,0,2,2,0,1,2,1.1957990384125419,1.0451909163253064,1.3167987704591986,1,0
1,0,0,0,-1.2861451872261143,1,0,2,1,1,1,1,1,1,0,1,3,-1.4863936432522598,-1.0027273284436184,-1.61024226950909,0,0
0,0,1,1,0.9958211184449305,1,2,0,2,2,0,2,0,0,0,0,0,0.00666593620077852,0.6091326128659887,0.13905506108246993,0,0
1,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,0,0,1,2,0.15945957503245742,-0.9809507824484468,-0.7995434372851521,0,0
0,0,1,0,-1.2046463905950056,1,2,1,0,0,0,0,0,0,0,1,1,0.30228841133163564,-0.9114240503306642,-0.07637717322262809,0,0
0,0,0,0,-1.0823981956483424,1,0,0,2,2,0,0,0,0,0,0,2,-0.29061733935216244,-0.8406228079528211,-0.12265607441344238,0,0
1,0,1,0,1.2810669066538112,1,0,1,2,2,0,2,2,2,2,1,1,1.2971078641596332,1.8914217803758155,1.3838246417627906,1,0
1,0,0,0,1.607062093178246,1,2,1,2,2,2,2,2,2,2,0,0,1.6076775430892423,2.576383147899016,1.7180236646058535,1,0
1,0,1,0,1.2403175083382567,1,0,1,2,0,2,0,2,2,2,0,1,1.1526182274383718,1.770497125873869,1.2951027382036402,1,0
1,0,0,0,-0.8379018057550162,0,1,0,0,2,0,2,0,0,0,0,3,-1.0296735271793058,-0.8171762140306736,-0.8278609467550558,0,0
1,0,0,0,-0.8379018057550162,1,2,1,0,0,0,2,2,2,0,1,3,1.160922229548789,-0.5137988235066193,0.9097014343182482,1,0
0,0,1,1,1.607062093178246,1,2,0,2,2,2,0,2,2,2,1,1,0.6178404915274947,1.6074037612157837,0.7297158613423239,0,0
1,0,1,1,0.4660789403427237,1,0,0,0,2,0,2,0,0,0,1,0,-0.33545895074841614,0.10866759264395931,-0.08793910745952534,0,0
1,0,0,0,-1.163896992279451,1,0,2,1,1,1,1,1,1,0,1,2,-1.4996800466289273,-0.9839392892651405,-1.5292541924251648,0,0
1,0,1,1,-0.14516203439059186,1,0,2,1,1,1,1,1,1,0,1,3,-1.473107239875592,-0.723829324638657,-1.2272804666246977,0,0
1,1,1,1,1.607062093178246,0,1,0,2,2,2,2,2,2,2,1,0,-0.006620467175889416,1.0681760496360524,0.17973207178581632,0,0
1,0,0,0,-1.2453957889105598,1,2,1,0,0,0,0,0,0,0,1,1,0.27405480415621686,-0.9540322467833761,-0.5121312041320975,0,0
0,0,1,0,1.607062093178246,1,2,2,1,1,1,1,1,1,2,1,1,-1.3568512103297492,-0.23090149440284727,-1.145258419717571,0,0
0,0,1,1,1.2810669066538112,1,2,2,1,1,1,1,1,1,2,1,3,-1.3601728111739162,-0.32640186664806964,-1.156646110040287,0,0
1,0,1,0,0.4253295420271693,1,0,1,2,2,2,0,0,0,0,1,1,0.7008805126316681,0.549274579272803,0.699777157802519,0,0
1,0,1,0,1.5663126948626918,1,2,0,2,2,0,2,2,0,2,0,1,0.2823588062666342,1.343030779512546,0.49342530513860194,0,0
1,0,1,0,1.4848138982315828,1,2,1,0,2,0,2,2,0,2,1,3,0.9118021662362689,1.827696267372791,1.078515143312387,1,0
1,1,1,0,0.34383074539606057,1,0,1,0,2,0,0,2,2,0,1,2,0.9815557839637743,0.6810325709852634,1.0591309840257295,1,0
0,0,0,0,-1.2453957889105598,0,1,0,0,2,0,0,2,2,0,0,2,-0.4517149802942589,-0.9690846524409871,-0.8857125698054226,0,0
0,1,0,0,1.5663126948626918,1,2,1,2,2,0,2,2,0,1,1,1,1.1509574270162883,2.1444340413126524,1.3221669356803392,1,0
1,0,0,0,-1.0008993990172337,1,0,1,0,0,0,0,0,0,0,0,0,0.18935398262996006,-0.7684152094259455,0.07051029318323392,0,0
1,0,1,0,-0.7564030091239073,1,0,0,0,0,0,2,0,0,0,0,0,-0.5380766022425993,-0.7196322305063887,-0.4921705063457566,0,0
1,0,0,0,-1.0823981956483424,1,0,0,2,0,2,2,2,2,0,0,1,0.4534212497412316,-0.7992231988156837,0.3176946823718824,0,0
0,0,0,1,-0.5934054158616899,1,2,0,2,0,0,0,0,0,0,0,3,-0.24411492753382535,-0.5753488793416096,-0.23189494803769328,0,0
0,0,0,0,-1.2046463905950056,1,2,0,0,0,0,0,0,0,0,1,3,-0.47662698662551095,-0.9451326492777813,-0.7038302552768767,0,0
0,0,0,0,1.2810669066538112,1,2,1,0,0,2,0,2,2,1,1,1,1.1642438303929559,1.7370082700750384,1.2069471848338884,1,0
1,0,0,0,1.3625657032849199,1,2,2,1,1,1,1,1,1,2,0,3,-1.3252960023101632,-0.2655110402579382,-1.1124091823776439,0,0
0,0,1,1,0.9550717201293761,1,2,1,2,0,2,2,2,2,0,1,3,1.4814567110108983,1.6046349975473764,1.4759301841045644,1,0
0,0,0,0,-1.2453957889105598,1,2,1,0,0,2,0,0,0,0,0,3,0.5181924662024865,-0.9431549609432046,-0.24217094718568022,0,0
0,0,0,0,-0.43040782259947247,1,2,2,1,1,1,1,1,1,2,0,3,-1.2870975926022434,-0.7453421788558848,-1.0795338381655468,0,0
1,0,0,0,0.9958211184449305,1,2,1,0,0,0,0,2,0,1,1,2,0.7274533193850039,1.1591057643969198,0.8450702450798504,0,0
0,0,1,0,1.4440644999160286,0,1,0,2,0,2,0,2,2,1,1,2,-0.3520669549692508,0.6248662222832874,-0.1756589998220702,0,0
1,0,0,0,-0.9194006023861249,1,0,2,1,1,1,1,1,1,0,1,1,-1.494697645362677,-0.9243449474498983,-1.3507680721300128,0,0
1,0,1,1,1.4848138982315828,1,0,1,2,2,0,2,2,2,2,1,1,1.3735046835754727,2.179812688186745,1.453047018404109,1,0
1,0,0,0,-1.2861451872261143,0,1,0,2,0,0,0,0,0,0,0,3,-1.1725023634784841,-0.9985741829410076,-1.4556286678034145,0,0
0,0,0,0,-1.2861451872261143,1,0,1,0,0,0,0,0,0,0,1,2,0.1760675792532921,-0.9807310393001606,-0.7913628234382909,0,0
0,0,0,0,-0.9194006023861249,1,0,2,1,1,1,1,1,1,0,1,2,-1.4548384352326738,-0.9137753020173275,-1.2792248855783728,0,0
1,1,1,0,1.3218163049693654,1,2,1,2,0,0,0,2,2,1,1,2,1.1874950363021244,1.9217902834689813,1.3676994886598002,1,0
1,0,0,0,0.22158255044939748,1,2,0,2,2,2,2,0,0,0,0,2,0.16444197629870802,0.15632988150725613,0.2882264931520904,0,0
1,0,1,0,0.7105753302360499,1,2,1,0,0,0,2,2,2,1,0,2,1.142653424905871,1.2120638631339162,1.304863333352297,1,0
0,0,1,1,-1.0823981956483424,1,2,1,0,0,0,2,0,0,0,1,2,0.5148708653583197,-0.7906312417176897,0.4090838256325311,0,0
0,0,0,1,-0.9601500007016792,1,0,0,0,0,2,2,2,2,0,1,3,0.26242920120163277,-0.7253455523618323,0.18998361363117033,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,2,0,0,0,0,1,3,-0.5098429950671803,-0.9898064313243844,-1.1292221753136558,0,0
0,1,0,0,-0.7564030091239073,1,2,1,0,0,0,0,0,0,0,1,2,0.3089316130199696,-0.5298400733315186,0.4499089842587711,0,0
1,0,1,1,1.607062093178246,1,2,1,0,2,2,0,2,2,2,1,2,1.2755174586725484,2.2285517184766443,1.3632539753401964,1,0
0,0,1,0,1.607062093178246,1,2,1,2,0,0,0,0,0,2,0,0,0.5132100649362364,1.509969649265642,0.6303382125834684,0,0
0,1,1,0,-0.5934054158616899,0,1,0,0,0,2,0,2,2,0,1,2,-0.5530238060413504,-0.6553353853178198,-0.5453416259595304,0,0
0,0,1,1,0.5475777369738324,1,0,2,1,1,1,1,1,1,2,0,0,-1.4863936432522598,-0.6203303017958136,-1.3216754674514075,0,0
0,0,0,0,-0.715653610808353,1,0,2,1,1,1,1,1,1,0,0,0,-1.5146272504276788,-0.8844835403507648,-1.3498942338327344,0,0
0,1,1,0,1.607062093178246,1,2,1,2,2,2,2,2,2,2,1,0,1.6558407553296624,2.6439981146267084,1.786987359966927,1,0
0,0,0,1,-1.2046463905950056,0,1,0,0,2,0,0,0,0,0,0,3,-1.1741631639005676,-0.972051184942852,-1.204892853397121,0,0
0,0,0,1,-0.8786512040705705,0,1,0,0,0,0,0,0,0,0,0,2,-1.3219744014659962,-0.8705298504345853,-1.0660951051287104,0,0
1,0,0,0,0.4660789403427237,1,2,0,0,2,2,2,2,2,1,1,0,0.6726469054562493,0.616296239500122,0.7519736057686481,0,0
0,1,1,0,1.607062093178246,1,2,1,2,0,0,0,0,0,2,0,0,0.448438848474981,1.4504851790245428,0.5696671942726379,0,0
0,0,0,0,-1.0008993990172337,1,0,0,0,2,0,2,2,0,0,1,2,0.014969938311195861,-0.7679537488145443,0.07432791297843602,0,0
0,0,1,1,1.607062093178246,1,2,2,1,1,1,1,1,1,2,0,0,-1.3219744014659962,-0.22611109377020616,-1.140372464050131,0,0
1,0,1,0,-1.0823981956483424,1,0,1,0,2,2,0,0,2,0,1,2,0.8636389539958481,-0.7782597024691714,0.5406748426548973,1,1
1,0,0,0,-0.3489090259683637,1,0,1,0,0,0,0,0,2,0,1,1,0.4932804598712345,-0.13221484650747367,0.6775481989040939,0,0
0,0,0,0,-0.3489090259683637,1,2,1,0,0,2,0,2,2,0,1,2,1.1210630194187858,0.04634843578996709,1.209353543860842,1,0
1,0,1,0,1.607062093178246,1,2,1,0,2,2,2,2,2,2,1,1,1.5146727194525675,2.4876508646210107,1.6275214215548255,1,0
1,0,1,0,1.2810669066538112,1,0,1,2,0,0,0,0,0,0,1,3,0.28401960668871756,1.0820857909225745,0.4567471383974294,0,0
0,0,0,0,0.14008375381828872,0,1,0,2,2,2,2,0,2,2,1,3,-0.39524776594342087,-0.17605360459058886,-0.2601093382696983,0,0
1,0,1,0,1.607062093178246,1,2,1,2,2,2,2,2,2,2,0,1,1.6873959633492484,2.6502388200380382,1.7933525499190048,1,0
0,0,0,0,0.6290765336049412,1,0,1,2,0,2,2,2,2,2,1,1,1.245623051075046,1.1437237440168795,1.333526580588438,1,0
0,0,0,0,0.9550717201293761,1,0,0,2,0,2,2,0,0,1,1,1,-0.15775330558548495,0.43109671412443523,-0.0570020351642727,0,0
1,0,1,0,-1.163896992279451,1,2,1,0,2,0,0,2,2,0,1,2,1.1692262316592064,-0.8269547841294137,0.8084380204538715,1,1
1,0,0,0,-0.5119066192305812,1,0,0,0,2,0,0,0,0,0,1,3,-0.4384285769175912,-0.5616588812033737,-0.34618160895291467,0,0
1,0,1,0,0.14008375381828872,1,0,2,1,1,1,1,1,1,1,0,3,-1.494697645362677,-0.7185994377094432,-1.3518896403183542,0,0
0,0,1,1,-0.4711572209150268,1,0,0,0,2,0,0,2,0,1,1,1,-0.204255717403822,-0.4774533067800666,-0.13371583936744558,0,0
1,0,0,0,-0.1859114327061462,1,2,1,0,2,0,0,2,2,1,0,2,1.1692262316592064,0.1699100080713488,1.0919837381887312,1,0
1,0,1,0,0.34383074539606057,1,2,0,0,0,2,0,2,2,1,1,2,0.2657508020457995,0.30735934732442427,0.3966960389501412,0,0
0,0,0,0,0.832823525182713,1,0,2,1,1,1,1,1,1,2,0,3,-1.4863936432522598,-0.5508475183076881,-1.306226420103888,0,0
1,0,0,0,1.2810669066538112,1,2,0,0,2,2,2,2,2,2,0,1,0.7158277164304193,1.463801613810692,0.8939946557322747,0,0
0,0,1,1,0.9143223218138218,1,0,1,0,2,2,2,2,2,1,1,0,1.2854822612050492,1.4744371821877484,1.3638491109952986,1,0
1,0,0,0,0.8735729234982674,0,1,0,2,0,0,2,2,0,2,0,1,-0.6576542326326088,0.06975108108245717,-0.47764371933284533,0,0
1,0,0,0,0.14008375381828872,1,2,1,0,0,0,0,0,2,0,1,2,0.6560389012354145,0.32887220154165236,0.7559671210447614,0,0
1,0,0,0,0.6290765336049412,1,2,0,2,0,0,2,0,2,1,1,0,0.19765798474037738,0.5833567415720067,0.4820415450422923,0,0
1,0,0,0,-0.1859114327061462,1,2,1,2,2,0,0,0,2,0,1,1,0.9798949835416909,0.15714293115591535,1.059204864774757,1,0
1,1,0,0,-0.5526560175461356,1,2,1,0,2,0,0,2,0,0,1,2,0.7706341303591739,-0.2311871604956195,0.963869683544233,0,0
1,0,1,1,1.607062093178246,1,2,1,2,0,2,0,2,2,2,0,0,1.3369670742896367,2.3327539193940043,1.4695347174273623,1,0
0,1,0,0,0.7105753302360499,1,2,1,0,0,2,2,2,2,0,1,2,1.327002271757136,1.2835243349566183,1.4091902205287383,1,0
1,0,1,0,0.7105753302360499,1,2,1,0,2,0,0,2,2,1,1,2,1.104455015197951,1.123705143207998,1.1758662812808125,1,0
1,0,1,1,1.0365705167604848,1,0,0,0,2,0,2,2,2,1,1,1,0.3388260206174722,0.878515738350154,0.443743482071363,0,0
1,1,1,0,1.5255632965471373,1,2,1,0,2,2,0,2,2,0,1,2,1.2605702548737971,2.109385009160989,1.3313797279175026,1,0
1,0,1,0,-1.2046463905950056,1,0,1,0,0,0,0,0,0,0,1,2,0.1760675792532921,-0.9198402129100293,-0.2330359283900188,0,0
0,0,1,0,-0.5119066192305812,1,0,2,1,1,1,1,1,1,0,0,0,-1.519609651693929,-0.8467096931603513,-1.3568380167765584,0,0
1,0,0,0,-0.8379018057550162,1,2,0,2,2,0,2,0,0,0,1,2,0.07475875350620063,-0.6458424813118521,0.15343514807534736,0,0
1,1,1,0,-0.7971524074394618,1,2,1,0,0,0,0,2,2,0,1,2,1.004806989872943,-0.4694546561824456,0.9418755188873867,1,0
1,0,0,0,-0.9194006023861249,1,2,1,2,0,0,0,2,2,0,0,2,1.1144198177304518,-0.5683830215409342,1.0586458134209589,1,1
1,0,1,0,-0.5526560175461356,1,2,1,2,2,0,2,0,0,0,1,1,0.7905637354241755,-0.27665201787605326,0.7946127830526762,0,0
0,0,1,0,0.7920741268671586,0,1,0,2,2,2,2,2,2,2,0,1,0.04154274506453126,0.451906390267147,0.11446265621622281,0,0
1,0,1,1,1.3625657032849199,1,0,0,2,2,2,2,0,0,2,0,3,0.028256341687863326,0.7889704054234901,0.05942101663526685,0,0
1,0,0,0,0.26233194876495186,1,2,1,2,2,0,0,2,2,0,1,2,1.3751654839975567,0.7641833782967963,1.3639426037249767,1,0
1,0,0,1,-0.2266608310217006,1,0,2,1,1,1,1,1,1,2,0,1,-1.5046624478951778,-0.7877965551047965,-1.3463590399917698,0,0
1,0,1,1,1.607062093178246,0,1,0,2,2,2,2,2,2,2,1,1,0.008326736622861894,0.9567662734549025,0.06609998355681375,0,0
1,1,1,0,1.4440644999160286,0,1,0,2,2,2,0,0,0,2,1,2,-0.7656062600680343,0.29177955811092626,-0.5350843467516964,0,0
0,1,0,0,0.09933435550273437,0,1,0,0,0,2,0,2,0,0,1,2,-0.83535987779554,-0.381139884886185,-0.6375672831173018,0,0
1,0,1,0,1.2403175083382567,1,2,1,2,0,0,2,0,0,2,1,1,0.6527173003912479,1.3518424797588264,0.808049441296146,0,0
1,0,0,0,-1.2861451872261143,1,2,2,1,1,1,1,1,1,0,1,3,-1.3601728111739162,-1.0010572805166424,-1.5480696042729454,0,0
1,0,1,1,-1.0823981956483424,1,0,2,1,1,1,1,1,1,0,0,1,-1.4996800466289273,-0.95060425367011,-1.2924838545145843,0,0
1,1,1,0,1.2810669066538112,1,2,1,0,0,2,2,2,2,2,0,2,1.232336647698378,1.861932249875795,1.3500449993551362,1,0
0,0,0,0,1.2810669066538112,1,2,2,1,1,1,1,1,1,1,0,3,-1.338582405686831,-0.2896608122546017,-1.1145599981881276,0,0
1,0,1,0,-0.7971524074394618,1,2,1,0,0,2,0,2,2,0,1,1,1.2373190489646286,-0.41436504890707226,1.234858360517113,1,0
1,1,1,0,-0.8379018057550162,1,2,1,0,2,0,0,2,2,0,1,2,1.207424641367126,-0.47609089926069165,1.1256696398753818,1,0
0,0,1,1,-0.1044126360750375,1,0,0,0,0,2,2,2,0,1,1,2,-0.016585269708390134,-0.13918070430814908,0.15389391202805033,0,0
1,0,0,0,-1.2046463905950056,1,0,2,1,1,1,1,1,1,0,1,3,-1.501340847051011,-0.9860707978035175,-1.465854435111991,0,0
0,1,0,0,-1.2861451872261143,1,0,0,2,0,2,0,0,0,0,1,2,-0.30556454315091375,-0.987103590600463,-1.0286006249972637,0,0
0,0,1,0,1.4848138982315828,1,2,2,1,1,1,1,1,1,2,1,1,-1.3302784035764135,-0.25643564823371445,-1.1382909700924617,0,0
0,0,1,1,1.5255632965471373,1,0,0,0,2,2,2,2,2,2,1,0,0.5115492645141531,1.5012897949083335,0.6936835955676776,0,0
0,0,0,0,-1.2861451872261143,1,0,2,1,1,1,1,1,1,0,1,3,-1.4847328428301763,-1.0027053541287898,-1.609424208124404,0,0
1,1,0,0,-1.163896992279451,1,0,1,0,0,2,0,2,2,0,1,2,0.9881989856521083,-0.825987914276954,0.822835900824347,1,1
1,0,1,1,1.607062093178246,1,0,0,2,0,2,2,2,2,2,1,2,0.5248356678908205,1.50599229828166,0.6262815246210524,0,0
0,0,1,0,1.607062093178246,1,2,1,0,0,2,0,2,2,2,1,2,1.091168611821283,1.9950306747928022,1.125074842872818,1,0
1,0,0,0,-1.2453957889105598,1,0,0,2,2,0,0,0,0,0,1,3,-0.37033575961216886,-0.9640964829748883,-0.7619126135895906,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0,1,3,-0.6975134427626122,-0.9922895289000195,-1.2216631117831864,0,0
0,0,1,1,-1.2861451872261143,1,0,2,1,1,1,1,1,1,0,1,3,-1.5279136538043463,-1.003276686314334,-1.6306938041262429,0,0
1,0,1,1,1.607062093178246,1,2,1,2,0,2,0,2,2,1,1,0,1.3652006814650555,2.4376812727007087,1.5765550766568468,1,0
0,0,1,0,-0.3489090259683637,1,2,0,2,2,2,0,0,0,0,0,3,0.04320354548661463,-0.3262700207590979,0.09960419185104855,0,0
0,1,1,1,1.3218163049693654,1,2,1,0,2,2,0,2,2,1,1,2,1.4100422928613094,2.0856527491460692,1.5525565718599321,1,0
0,0,0,0,-1.0008993990172337,1,2,1,0,0,0,0,0,0,0,1,2,0.2823588062666342,-0.733783689256026,0.35701356924219296,0,0
1,0,1,0,1.5663126948626918,1,2,0,2,2,2,2,2,2,2,0,0,0.8486917501970969,1.8028433173016116,0.9689234849874051,1,0
0,0,1,1,0.3845801437116149,1,2,1,0,0,0,0,2,2,0,1,2,0.9699301810091903,0.8281945573925932,1.2441641484944066,1,0
0,1,1,1,0.6290765336049412,1,0,1,2,0,2,2,2,2,0,1,2,1.3120550679583847,1.2157115993954686,1.4429130743121814,1,0
1,0,1,1,-0.8786512040705705,1,0,2,1,1,1,1,1,1,0,0,0,-1.463142437343091,-0.8941302645605331,-1.2125280929875246,0,0
1,0,1,0,-0.6749042124927986,1,0,1,2,2,0,0,0,0,0,0,0,0.5231748674687371,-0.43093368228785867,0.6017475934242368,0,0
0,0,0,0,-0.7971524074394618,1,0,0,2,0,0,0,2,2,0,1,2,0.23087399318204677,-0.605607510860632,0.21777432752807854,0,0
1,0,0,0,-1.1231475939638966,1,0,2,1,1,1,1,1,1,0,0,3,-1.4830720424080928,-0.9708645719421062,-1.4357225074427191,0,0
0,0,1,0,0.34383074539606057,1,2,1,2,2,2,2,2,2,0,1,0,1.6143207447775756,1.0077906324869792,1.6383963549915628,1,0
0,0,0,0,-0.5526560175461356,1,2,0,0,0,2,0,0,0,0,1,3,-0.29559974061841277,-0.5572420439228192,-0.24996979905302102,0,0
0,0,0,0,-1.2861451872261143,1,0,2,1,1,1,1,1,1,0,0,3,-1.5096448491614283,-1.0030349688512192,-1.6216951288946957,0,0
0,1,0,0,0.5475777369738324,1,0,1,0,2,0,0,2,2,1,0,1,1.004806989872943,0.9327483473472106,1.1386702553341417,1,0
1,0,0,0,-1.2861451872261143,1,0,2,1,1,1,1,1,1,0,1,1,-1.5030016474730943,-1.0029470715919047,-1.618422883355951,0,0
0,0,0,0,-0.7971524074394618,1,0,2,1,1,1,1,1,1,0,1,3,-1.4847328428301763,-0.8905923998731237,-1.297859686471093,0,0
1,0,1,1,0.3845801437116149,0,1,0,2,0,2,2,2,0,2,0,1,-0.5596670077296844,-0.11845892542475182,-0.39500257021618673,0,0
1,0,0,0,-0.38965842428391806,1,2,1,0,0,2,0,0,0,0,1,2,0.5314788695791545,-0.16908774678991345,0.6722853373292795,0,0
1,0,0,0,-0.5526560175461356,1,0,2,1,1,1,1,1,1,2,1,3,-1.4963584457847605,-0.8474787941793533,-1.3304652759464393,0,0
1,0,0,0,-0.9601500007016792,1,2,1,2,0,0,0,0,0,0,1,2,0.5364612708454051,-0.6668719006028501,0.6253558825611198,0,0
1,0,0,0,-1.2046463905950056,0,1,0,2,2,0,0,0,0,0,1,3,-0.9815103149388852,-0.9646678151604328,-1.067458540769854,0,0
1,0,1,0,0.22158255044939748,1,2,0,0,0,2,2,0,2,1,0,1,0.13288676827912202,0.1615597684364697,0.2982110372318489,0,0
1,1,0,0,-1.2453957889105598,1,0,0,2,0,0,0,0,0,0,1,2,-0.523129398443848,-0.971589724331451,-0.9478852350415673,0,0
1,0,0,0,1.2810669066538112,1,2,1,0,2,2,0,2,2,2,1,0,1.308733467114218,1.9297010368072878,1.427672731981966,1,0
0,1,1,0,-0.3489090259683637,0,1,0,0,0,2,0,0,2,0,1,1,-0.8087870710422046,-0.6014543653580211,-0.7199624257828869,0,0
1,0,0,0,-1.163896992279451,1,0,2,1,1,1,1,1,1,1,0,3,-1.4963584457847605,-0.9816539605229632,-1.4952228388222224,0,0
0,0,0,1,-1.041648797332788,1,0,2,1,1,1,1,1,1,1,0,3,-1.4930368449405937,-0.9690846524409871,-1.545615420118887,0,0
0,0,0,0,-1.2861451872261143,1,0,0,2,0,0,0,0,0,0,0,2,-0.49323499084634564,-0.9895866881760982,-1.1210415614667946,0,0
1,0,0,0,1.607062093178246,1,2,1,2,2,2,2,2,2,2,1,2,1.767114383609255,2.744728373801144,1.8897269048272318,1,0
0,0,0,0,-0.1859114327061462,1,0,0,2,2,0,0,0,0,0,0,2,-0.2972605410404964,-0.34244311647296893,-0.22345896838653817,0,0
0,0,0,0,-0.715653610808353,1,0,1,2,2,0,0,2,2,0,1,1,1.1326886223733699,-0.3847436725180801,0.9756497674837135,1,0
0,0,0,0,-0.1859114327061462,1,2,0,2,0,2,0,0,0,1,0,3,-0.19927331613757165,-0.28451882258470246,-0.07474105045325573,0,0
1,0,1,0,-0.7971524074394618,1,2,0,2,0,0,0,0,2,0,1,2,0.028256341687863326,-0.6151004148665998,0.1672882535017355,0,0
0,0,0,0,1.5255632965471373,1,2,1,0,2,2,2,0,0,1,1,0,0.8387269476645961,1.7949105896484763,1.0015972919669967,1,0
1,0,1,1,-1.1231475939638966,1,0,2,1,1,1,1,1,1,1,0,3,-1.49137604451851,-0.9742266421108864,-1.477443638061711,0,0
0,1,1,0,-0.1859114327061462,1,2,1,0,2,2,2,2,2,0,1,2,1.5229767215629848,0.39666296278797336,1.6741613539525937,1,0
0,0,1,1,-1.0008993990172337,1,0,2,1,1,1,1,1,1,2,0,0,-1.5113056495835118,-0.9415947845903722,-1.3621878785303787,0,0
0,0,0,0,-0.8379018057550162,1,0,0,0,0,0,0,0,0,0,0,0,-0.7041566444509462,-0.7738868138182742,-0.5799254193963416,0,0
0,0,0,0,-0.9194006023861249,1,0,2,1,1,1,1,1,1,1,1,3,-1.501340847051011,-0.9244987676536985,-1.351809241165068,0,0
1,0,0,0,0.4253295420271693,1,2,1,0,2,0,0,0,0,0,1,2,0.42684844298789576,0.4676180253696169,0.5615991530073557,0,0
0,1,1,0,-0.8786512040705705,1,2,1,0,0,2,0,2,2,0,1,2,1.1476358261721211,-0.5144800272663068,1.1430796642161376,1,1
1,1,0,0,1.4033151016004741,1,2,2,1,1,1,1,1,1,2,0,1,-1.3252960023101632,-0.2767399151353677,-1.136897515952328,0,0
0,0,1,0,1.3218163049693654,1,2,1,2,2,0,2,2,0,1,1,0,1.167565431237123,1.9081002853307454,1.3522554813064838,1,0
0,0,1,1,0.9143223218138218,1,0,2,1,1,1,1,1,1,1,0,1,-1.522931252538096,-0.5729756533401177,-1.3583377959818161,0,0
1,0,0,0,0.5475777369738324,1,2,1,0,0,0,0,0,0,0,0,0,0.25910760035746555,0.41643984613373963,0.32074811513903917,0,0
1,0,0,1,-1.0823981956483424,1,0,1,0,0,2,0,2,2,0,0,3,0.9798949835416909,-0.7587245365865201,0.7484624343651702,1,1
1,1,1,0,1.3218163049693654,1,2,1,0,2,2,0,2,2,1,1,0,1.2672134565621311,1.9735617692052312,1.4261041135786026,1,0
1,0,0,0,-0.06366323775948311,1,0,1,0,0,2,2,2,2,2,0,0,1.1443142253279543,0.35513150776186425,1.238554244987213,1,0
1,0,0,1,-1.2861451872261143,1,0,0,0,0,2,0,0,0,0,0,2,-0.5330942009763487,-0.9901140717319854,-1.1406750346992611,0,0
1,0,1,1,-1.2453957889105598,1,0,2,1,1,1,1,1,1,0,0,3,-1.4847328428301763,-0.9939376025121668,-1.5025308538587518,0,0
1,0,0,1,0.7105753302360499,0,1,0,2,2,0,0,2,0,1,1,0,-0.7290686507821982,-0.04121920880212017,-0.5248352162236937,0,0
0,0,0,0,-0.9194006023861249,1,0,0,0,2,0,2,0,2,1,0,3,-0.0032988663317221967,-0.7103370953338787,0.09779553249872426,0,0
1,0,1,1,1.0365705167604848,1,2,1,0,0,2,2,2,2,1,1,0,1.3303238726013027,1.627422362024665,1.3888400939861907,1,0
0,1,1,0,-0.7971524074394618,0,1,0,0,0,0,0,2,2,0,0,2,-0.6543326317884421,-0.7793803925254315,-0.706401305343033,0,0
0,0,0,0,-0.43040782259947247,1,0,0,0,2,2,0,2,0,1,0,0,0.008326736622861894,-0.37797558355086236,0.10971400785031715,0,0
1,0,0,0,0.7920741268671586,1,2,0,2,2,2,2,2,2,2,1,3,0.8055109392229267,1.0330391202250742,0.9308570478920318,0,0
1,0,1,1,0.34383074539606057,1,0,2,1,1,1,1,1,1,1,0,0,-1.5113056495835118,-0.660828964024977,-1.319674656729389,0,0
0,0,1,0,1.5663126948626918,1,2,2,1,1,1,1,1,1,2,0,1,-1.326956802732247,-0.18816145206116353,-1.0900006767034267,0,0
0,0,1,1,0.9958211184449305,1,0,2,1,1,1,1,1,1,2,0,0,-1.5030016474730943,-0.45257838239405845,-1.2238916238311244,0,0
0,0,0,0,0.4660789403427237,0,1,0,0,0,2,0,2,2,1,1,2,-0.529772600132182,-0.016190464212311618,-0.2945268758055915,0,0
0,0,1,1,1.158818711707148,1,0,2,1,1,1,1,1,1,1,0,1,-1.5245920529601795,-0.5089424999294923,-1.337880606562465,0,0
0,0,1,1,1.607062093178246,1,2,1,2,0,2,2,2,2,2,1,0,1.5096903181863175,2.5301272151847516,1.670845055982175,1,0
1,0,0,1,-1.2861451872261143,1,0,2,1,1,1,1,1,1,0,0,3,-1.5030016474730943,-1.0029470715919047,-1.618422883355951,0,0
